,Player,Targets,RushingTDs,ReceivingTDs,Receptions,RushingAtt,RushingYds,ReceivingYds,FantasyPoints,ADP,Games,Usage,Touchdowns,TotYdsScrm,Production,PassingYds,PassingTD,PassingAtt,RushingTD,AVG,G
200,Cody White,6.0,0.0,0.0,5.0,0.0,0.0,33.0,3.0,0.0,15.0,0.7333333333333333,0.0,33.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Seth Williams,1.0,0.0,0.0,1.0,0.0,0.0,34.0,3.0,0.0,2.0,1.0,0.0,34.0,76.5,0.0,0.0,0.0,0.0,0.0,0.0
202,Davion Davis,3.0,0.0,0.0,1.0,0.0,0.0,17.0,2.0,0.0,2.0,2.0,0.0,17.0,111.5,0.0,0.0,0.0,0.0,0.0,0.0
203,Tyron Johnson,5.0,0.0,0.0,2.0,0.0,0.0,16.0,2.0,0.0,10.0,0.7,0.0,16.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Marcus Kemp,5.0,0.0,0.0,2.0,0.0,0.0,24.0,2.0,0.0,16.0,0.4375,0.0,24.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Keith Kirkwood,7.0,0.0,0.0,3.0,0.0,0.0,17.0,2.0,0.0,3.0,3.3333333333333335,0.0,17.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Dazz Newsome,5.0,0.0,0.0,2.0,0.0,0.0,23.0,2.0,0.0,3.0,2.3333333333333335,0.0,23.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0
207,David Sills,6.0,0.0,0.0,2.0,0.0,0.0,17.0,2.0,0.0,4.0,2.0,0.0,17.0,111.5,0.0,0.0,0.0,0.0,0.0,0.0
208,Tylan Wallace,6.0,0.0,0.0,2.0,0.0,0.0,23.0,2.0,0.0,17.0,0.47058823529411764,0.0,23.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Tarik Black,2.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,10.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Miles Boykin,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,8.0,0.25,0.0,6.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Keke Coutee,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,5.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Frank Darby,4.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,10.0,0.5,0.0,14.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0
213,Marvin Hall,1.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,2.0,1.0,0.0,10.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Andy Isabella,1.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,8.0,0.25,0.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Tommylee Lewis,2.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,2.0,1.5,0.0,7.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Kirk Merritt,3.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,2.0,2.0,0.0,13.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Jaydon Mickens,3.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,11.0,0.45454545454545453,0.0,10.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Stanley Morgan Jr.,4.0,0.0,0.0,2.0,1.0,3.0,11.0,1.0,0.0,17.0,0.35294117647058826,0.0,14.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
219,C.J. Saunders,2.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,2.0,2.0,0.0,11.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Tyrell Williams,3.0,0.0,0.0,2.0,0.0,0.0,14.0,1.0,0.0,1.0,5.0,0.0,14.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Easop Winston,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.6666666666666666,0.0,5.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Alex Bachman,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,3.0,0.0,0.0,-3.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Maurice Ffrench,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Racey McMath,6.0,0.0,0.0,2.0,0.0,0.0,8.0,-1.0,0.0,9.0,0.8888888888888888,0.0,8.0,109.5,0.0,0.0,0.0,0.0,0.0,0.0
225,Malik Taylor,3.0,0.0,0.0,2.0,0.0,0.0,14.0,-1.0,0.0,10.0,0.5,0.0,14.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0
226,Diontae Spencer,4.0,0.0,0.0,1.0,0.0,0.0,-3.0,-4.0,0.0,15.0,0.3333333333333333,0.0,-3.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Josh Allen,0.0,0.0,0.0,0.0,0.0,763.0,0.0,403.0,0.0,0.0,0.0,42.0,5170.0,1.0,4407.0,36.0,646.0,6.0,22.8,17.0
5,Justin Herbert,0.0,0.0,0.0,0.0,0.0,302.0,0.0,381.0,0.0,0.0,0.0,41.0,5316.0,1.0,5014.0,38.0,672.0,3.0,37.8,17.0
6,Tom Brady,0.0,0.0,0.0,0.0,0.0,81.0,0.0,375.0,0.0,0.0,0.0,45.0,5397.0,1.0,5316.0,43.0,719.0,2.0,82.3,17.0
12,Patrick Mahomes,0.0,0.0,0.0,0.0,0.0,381.0,0.0,362.0,0.0,0.0,0.0,39.0,5220.0,1.0,4839.0,37.0,658.0,2.0,0.0,17.0
17,Aaron Rodgers,0.0,0.0,0.0,0.0,0.0,101.0,0.0,332.0,0.0,0.0,0.0,40.0,4216.0,1.0,4115.0,37.0,531.0,3.0,92.8,16.0
19,Matthew Stafford,0.0,0.0,0.0,0.0,0.0,43.0,0.0,330.0,0.0,0.0,0.0,41.0,4929.0,1.0,4886.0,41.0,601.0,0.0,86.8,17.0
22,Dak Prescott,0.0,0.0,0.0,0.0,0.0,146.0,0.0,321.0,0.0,0.0,0.0,38.0,4595.0,1.0,4449.0,37.0,596.0,1.0,76.0,16.0
28,Joe Burrow,0.0,0.0,0.0,0.0,0.0,118.0,0.0,314.0,0.0,0.0,0.0,36.0,4729.0,1.0,4611.0,34.0,520.0,2.0,56.5,16.0
30,Jalen Hurts,0.0,0.0,0.0,0.0,0.0,784.0,0.0,312.0,0.0,0.0,0.0,26.0,3928.0,1.0,3144.0,16.0,432.0,10.0,66.8,15.0
39,Kyler Murray,0.0,0.0,0.0,0.0,0.0,423.0,0.0,300.0,0.0,0.0,0.0,29.0,4210.0,1.0,3787.0,24.0,481.0,5.0,59.3,14.0
40,Kirk Cousins,0.0,0.0,0.0,0.0,0.0,115.0,0.0,300.0,0.0,0.0,0.0,34.0,4336.0,1.0,4221.0,33.0,561.0,1.0,115.5,16.0
77,Ryan Tannehill,0.0,0.0,0.0,0.0,0.0,270.0,0.0,268.0,0.0,0.0,0.0,28.0,4004.0,1.0,3734.0,21.0,531.0,7.0,187.3,17.0
78,Carson Wentz,0.0,0.0,0.0,0.0,0.0,215.0,0.0,258.0,0.0,0.0,0.0,28.0,3778.0,1.0,3563.0,27.0,516.0,1.0,188.0,17.0
79,Derek Carr,0.0,0.0,0.0,0.0,0.0,108.0,0.0,257.0,0.0,0.0,0.0,23.0,4912.0,1.0,4804.0,23.0,626.0,0.0,110.3,17.0
80,Russell Wilson,0.0,0.0,0.0,0.0,0.0,183.0,0.0,243.0,0.0,0.0,0.0,27.0,3296.0,1.0,3113.0,25.0,400.0,2.0,77.3,14.0
81,Lamar Jackson,0.0,0.0,0.0,0.0,0.0,767.0,0.0,240.0,0.0,0.0,0.0,18.0,3649.0,1.0,2882.0,16.0,382.0,2.0,49.3,12.0
82,Jimmy Garoppolo,0.0,0.0,0.0,0.0,0.0,51.0,0.0,228.0,0.0,0.0,0.0,23.0,3861.0,1.0,3810.0,20.0,441.0,3.0,235.0,15.0
83,Mac Jones,0.0,0.0,0.0,0.0,0.0,129.0,0.0,225.0,0.0,0.0,0.0,22.0,3930.0,1.0,3801.0,22.0,521.0,0.0,168.0,17.0
84,Matt Ryan,0.0,0.0,0.0,0.0,0.0,82.0,0.0,223.0,0.0,0.0,0.0,21.0,4050.0,1.0,3968.0,20.0,560.0,1.0,167.5,17.0
85,Taylor Heinicke,0.0,0.0,0.0,0.0,0.0,313.0,0.0,222.0,0.0,0.0,0.0,21.0,3732.0,6.0,3419.0,20.0,494.0,1.0,0.0,16.0
86,Ben Roethlisberger,0.0,0.0,0.0,0.0,0.0,5.0,0.0,218.0,0.0,0.0,0.0,23.0,3745.0,4.0,3740.0,22.0,605.0,1.0,0.0,16.0
87,Teddy Bridgewater,0.0,0.0,0.0,0.0,0.0,106.0,0.0,203.0,0.0,0.0,0.0,20.0,3158.0,5.0,3052.0,18.0,426.0,2.0,0.0,14.0
88,Trevor Lawrence,0.0,0.0,0.0,0.0,0.0,334.0,0.0,199.0,0.0,0.0,0.0,14.0,3975.0,1.0,3641.0,12.0,602.0,2.0,159.8,17.0
89,Jared Goff,0.0,0.0,0.0,0.0,0.0,87.0,0.0,195.0,0.0,0.0,0.0,19.0,3332.0,1.0,3245.0,19.0,494.0,0.0,212.5,14.0
90,Baker Mayfield,0.0,0.0,0.0,0.0,0.0,134.0,0.0,181.0,0.0,0.0,0.0,18.0,3144.0,1.0,3010.0,17.0,418.0,1.0,198.3,14.0
91,Tua Tagovailoa,0.0,0.0,0.0,0.0,0.0,128.0,0.0,181.0,0.0,0.0,0.0,19.0,2781.0,1.0,2653.0,16.0,388.0,3.0,132.5,13.0
92,Daniel Jones,0.0,0.0,0.0,0.0,0.0,298.0,0.0,167.0,0.0,0.0,0.0,12.0,2726.0,1.0,2428.0,10.0,361.0,2.0,240.0,11.0
93,Sam Darnold,0.0,0.0,0.0,0.0,0.0,222.0,0.0,157.0,0.0,0.0,0.0,14.0,2749.0,1.0,2527.0,9.0,406.0,5.0,378.0,12.0
94,Davis Mills,0.0,0.0,0.0,0.0,0.0,44.0,0.0,157.0,0.0,0.0,0.0,16.0,2708.0,1.0,2664.0,16.0,394.0,0.0,205.0,13.0
95,Zach Wilson,0.0,0.0,0.0,0.0,0.0,185.0,0.0,152.0,0.0,0.0,0.0,13.0,2519.0,1.0,2334.0,9.0,383.0,4.0,227.3,13.0
98,Justin Fields,0.0,0.0,0.0,0.0,0.0,420.0,0.0,127.0,0.0,0.0,0.0,9.0,2290.0,1.0,1870.0,7.0,270.0,2.0,146.3,12.0
105,Taysom Hill,0.0,0.0,0.0,0.0,0.0,374.0,0.0,118.0,0.0,0.0,0.0,9.0,1352.0,1.0,978.0,4.0,134.0,5.0,222.0,12.0
108,Jameis Winston,0.0,0.0,0.0,0.0,0.0,166.0,0.0,117.0,0.0,0.0,0.0,15.0,1336.0,1.0,1170.0,14.0,161.0,1.0,176.3,7.0
143,Trevor Siemian,0.0,0.0,0.0,0.0,0.0,20.0,0.0,90.0,0.0,0.0,0.0,12.0,1174.0,7.0,1154.0,11.0,188.0,1.0,0.0,6.0
147,Cam Newton,0.0,0.0,0.0,0.0,0.0,230.0,0.0,86.0,0.0,0.0,0.0,9.0,914.0,20.0,684.0,4.0,126.0,5.0,0.0,8.0
155,Andy Dalton,0.0,0.0,0.0,0.0,0.0,76.0,0.0,84.0,0.0,0.0,0.0,8.0,1591.0,1.0,1515.0,8.0,236.0,0.0,388.0,8.0
159,Tyler Huntley,0.0,0.0,0.0,0.0,0.0,294.0,0.0,83.0,0.0,0.0,0.0,5.0,1375.0,1.0,1081.0,3.0,188.0,2.0,343.0,7.0
164,Tyrod Taylor,0.0,0.0,0.0,0.0,0.0,151.0,0.0,82.0,0.0,0.0,0.0,8.0,1117.0,11.0,966.0,5.0,150.0,3.0,0.0,6.0
179,Jacoby Brissett,0.0,0.0,0.0,0.0,0.0,70.0,0.0,72.0,0.0,0.0,0.0,6.0,1353.0,1.0,1283.0,5.0,225.0,1.0,274.0,11.0
189,Trey Lance,0.0,0.0,0.0,0.0,0.0,168.0,0.0,65.0,0.0,0.0,0.0,6.0,771.0,1.0,603.0,5.0,71.0,1.0,103.8,6.0
218,Geno Smith,0.0,0.0,0.0,0.0,0.0,42.0,0.0,54.0,0.0,0.0,0.0,6.0,744.0,1.0,702.0,5.0,95.0,1.0,327.0,4.0
226,Drew Lock,0.0,0.0,0.0,0.0,0.0,53.0,0.0,51.0,0.0,0.0,0.0,4.0,840.0,1.0,787.0,2.0,111.0,2.0,359.0,6.0
238,Josh Johnson,0.0,0.0,0.0,0.0,0.0,28.0,0.0,46.0,0.0,0.0,0.0,5.0,666.0,12.0,638.0,5.0,85.0,0.0,0.0,4.0
248,Mike White,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,44.0,0.0,0.0,0.0,5.0,952.0,3.0,953.0,5.0,132.0,0.0,0.0,4.0
261,Colt McCoy,0.0,0.0,0.0,0.0,0.0,37.0,0.0,41.0,0.0,0.0,0.0,3.0,777.0,19.0,740.0,3.0,99.0,0.0,0.0,8.0
296,Gardner Minshew II,0.0,0.0,0.0,0.0,0.0,21.0,0.0,34.0,0.0,0.0,0.0,4.0,460.0,17.0,439.0,4.0,60.0,0.0,0.0,4.0
308,Mike Glennon,0.0,0.0,0.0,0.0,0.0,33.0,0.0,31.0,0.0,0.0,0.0,5.0,823.0,16.0,790.0,4.0,167.0,1.0,0.0,6.0
313,Case Keenum,0.0,0.0,0.0,0.0,0.0,22.0,0.0,29.0,0.0,0.0,0.0,3.0,484.0,24.0,462.0,3.0,72.0,0.0,0.0,7.0
327,Tim Boyle,0.0,0.0,0.0,0.0,0.0,13.0,0.0,24.0,0.0,0.0,0.0,3.0,539.0,18.0,526.0,3.0,94.0,0.0,0.0,5.0
328,Joe Flacco,0.0,0.0,0.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,3.0,341.0,10.0,338.0,3.0,42.0,0.0,0.0,2.0
330,Cooper Rush,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,24.0,0.0,0.0,0.0,3.0,414.0,21.0,422.0,3.0,47.0,0.0,0.0,5.0
348,Jordan Love,0.0,0.0,0.0,0.0,0.0,27.0,0.0,21.0,0.0,0.0,0.0,2.0,438.0,1.0,411.0,2.0,62.0,0.0,402.0,6.0
362,Mason Rudolph,0.0,0.0,0.0,0.0,0.0,53.0,0.0,18.0,0.0,0.0,0.0,1.0,330.0,14.0,277.0,1.0,58.0,0.0,0.0,2.0
364,Nick Foles,0.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0,0.0,1.0,258.0,2.0,250.0,1.0,35.0,0.0,0.0,1.0
379,Marcus Mariota,0.0,0.0,0.0,0.0,0.0,87.0,0.0,15.0,0.0,0.0,0.0,1.0,91.0,1.0,4.0,0.0,2.0,1.0,269.0,10.0
385,Brandon Allen,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,14.0,0.0,0.0,0.0,2.0,148.0,27.0,149.0,2.0,34.0,0.0,0.0,6.0
389,P.J. Walker,0.0,0.0,0.0,0.0,0.0,13.0,0.0,14.0,0.0,0.0,0.0,1.0,375.0,22.0,362.0,1.0,66.0,0.0,0.0,5.0
392,Sean Mannion,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13.0,0.0,0.0,0.0,1.0,203.0,9.0,189.0,1.0,36.0,0.0,0.0,1.0
400,Brian Hoyer,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,12.0,0.0,0.0,0.0,1.0,219.0,26.0,227.0,1.0,11.0,0.0,0.0,5.0
408,Jake Fromm,0.0,0.0,0.0,0.0,0.0,65.0,0.0,11.0,0.0,0.0,0.0,1.0,275.0,23.0,210.0,1.0,60.0,0.0,0.0,3.0
425,Nick Mullens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,147.0,13.0,147.0,1.0,30.0,0.0,0.0,1.0
437,Kyle Allen,0.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,1.0,131.0,25.0,120.0,1.0,19.0,0.0,0.0,2.0
439,Garrett Gilbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,194.0,8.0,194.0,0.0,31.0,0.0,0.0,1.0
444,Mitchell Trubisky,0.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,0.0,0.0,0.0,1.0,67.0,34.0,43.0,0.0,8.0,1.0,0.0,6.0
495,Chad Henne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,82.0,29.0,82.0,0.0,16.0,0.0,0.0,4.0
513,C.J. Beathard,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,35.0,31.0,33.0,0.0,2.0,0.0,0.0,2.0
515,Ian Book,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,141.0,15.0,135.0,0.0,20.0,0.0,0.0,1.0
519,Blaine Gabbert,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,33.0,67.0,0.0,11.0,0.0,0.0,6.0
532,Chris Streveler,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,30.0,36.0,0.0,9.0,0.0,0.0,2.0
538,David Blough,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0
545,Sam Ehlinger,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,3.0
546,Ryan Fitzpatrick,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,32.0,13.0,0.0,6.0,0.0,0.0,1.0
583,Kurt Benkert,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0
597,Chase Daniel,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0
630,Kellen Mond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,5.0,0.0,3.0,0.0,0.0,1.0
635,Nathan Peterman,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0
638,Brett Rypien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,1.0
655,Davis Webb,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0
661,Jacob Eason,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,25.0,28.0,25.0,0.0,5.0,0.0,0.0,1.0
662,Feleipe Franks,0.0,0.0,0.0,0.0,0.0,6.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,0.0,1.0,0.0,0.0,9.0
665,Logan Woodside,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,-1.0,0.0,0.0,0.0,0.0,-6.0,42.0,0.0,0.0,0.0,0.0,0.0,5.0
668,John Wolford,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,4.0,37.0,5.0,0.0,4.0,0.0,0.0,3.0
669,Josh Rosen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,19.0,36.0,19.0,0.0,11.0,0.0,0.0,4.0
